Initial Balance,Final Balance,Profit,Average Monthly Growth,CAGR,Max Floating Drawdown %,Peak-to-Trough Equity Drawdown %,Minimum Margin Level,Minimum Free Margin,Profit Factor,Recovery Factor,Total Trades,Winning Trades,Win Rate
5000.0,95000.9119,90000.9119,7.255815615328805,136.403,-29.79616604057434,68.9505363822558,37.1408,-5326.7247,2.276589887003452,3.827186094187797,4892,2206,45.09403107113655
