event_id,start_time,end_time,duration_minutes,min_margin_level,min_margin_time,max_used_margin,min_free_margin,max_floating_loss,worst_threshold_crossed,thresholds_crossed,largest_used_margin_contributor,largest_used_margin_contribution_pct,EURUSD_open_positions_at_min,GBPUSD_open_positions_at_min,USDCHF_open_positions_at_min
evt_1674736500_11,2023-01-26 12:35:00,2023-01-26 13:45:00,70,272.23,2023-01-26 12:35:00,1786.17,3076.25,-450.27,300.0,300,GBPUSD,48.58,2,2,1
evt_1674741900_12,2023-01-26 14:05:00,2023-01-26 14:05:00,0,275.29,2023-01-26 14:05:00,1785.19,3129.33,-401.49,300.0,300,GBPUSD,48.58,2,2,1
evt_1674747000_13,2023-01-26 15:30:00,2023-01-26 15:45:00,15,274.48,2023-01-26 15:45:00,1785.2,3114.77,-419.37,300.0,300,GBPUSD,48.59,2,2,1
evt_1674751800_14,2023-01-26 16:50:00,2023-01-26 16:50:00,0,278.67,2023-01-26 16:50:00,1783.62,3186.79,-352.17,300.0,300,GBPUSD,48.57,2,2,1
evt_1674765001_15,2023-01-26 20:30:01,2023-01-26 20:30:01,0,276.64,2023-01-26 20:30:01,1785.7,3154.21,-385.81,300.0,300,GBPUSD,48.62,2,2,1
evt_1674776700_16,2023-01-26 23:45:00,2023-01-27 04:15:00,270,272.68,2023-01-27 02:30:00,1787.43,3086.48,-455.97,300.0,300,GBPUSD,48.62,2,2,1
evt_1674806400_17,2023-01-27 08:00:00,2023-01-27 10:30:00,150,280.24,2023-01-27 09:30:00,1783.97,3215.42,-333.77,300.0,300,GBPUSD,48.57,2,2,1
evt_1674820200_18,2023-01-27 11:50:00,2023-01-27 13:30:00,100,277.12,2023-01-27 12:30:00,1784.86,3161.37,-390.23,300.0,300,GBPUSD,48.57,2,2,1
evt_1674833700_19,2023-01-27 15:35:00,2023-01-30 01:15:00,3460,280.34,2023-01-30 01:15:00,1784.61,3218.29,-333.89,300.0,300,GBPUSD,48.63,2,2,1
evt_1675041900_20,2023-01-30 01:25:00,2023-01-30 03:00:00,95,279.35,2023-01-30 02:45:00,1784.98,3201.42,-352.89,300.0,300,GBPUSD,48.63,2,2,1
evt_1675059000_21,2023-01-30 06:10:00,2023-01-30 11:30:00,320,276.23,2023-01-30 11:30:00,1785.83,3147.12,-409.91,300.0,300,GBPUSD,48.58,2,2,1
evt_1675085102_22,2023-01-30 13:25:02,2023-01-30 13:45:00,19,275.58,2023-01-30 13:25:02,1785.95,3135.8,-424.69,300.0,300,GBPUSD,48.58,2,2,1
evt_1675131300_23,2023-01-31 02:15:00,2023-01-31 03:00:00,45,287.45,2023-01-31 02:45:00,1781.88,3340.21,-227.53,300.0,300,GBPUSD,48.56,2,2,1
evt_1675142100_24,2023-01-31 05:15:00,2023-01-31 06:15:00,60,289.35,2023-01-31 05:15:00,1781.0,3372.32,-199.51,300.0,300,GBPUSD,48.56,2,2,1
evt_1675156500_25,2023-01-31 09:15:00,2023-01-31 10:30:00,75,289.95,2023-01-31 09:30:00,1780.78,3382.58,-192.77,300.0,300,GBPUSD,48.55,2,2,1
evt_1675800000_26,2023-02-07 20:00:00,2023-02-08 09:45:00,825,257.17,2023-02-07 20:30:00,1834.17,2876.56,-768.16,300.0,300,EURUSD,37.41,2,1,3
evt_1675983600_27,2023-02-09 23:00:00,2023-02-10 03:30:00,270,266.34,2023-02-10 02:15:00,1836.12,3053.36,-572.0,300.0,300,EURUSD,37.4,2,1,3
evt_1676026800_28,2023-02-10 11:00:00,2023-02-13 00:00:00,3660,250.89,2023-02-10 19:45:00,1836.38,2762.17,-874.8,300.0,300,EURUSD,37.3,2,1,3
evt_1676300400_29,2023-02-13 15:00:00,2023-02-13 16:45:00,105,257.05,2023-02-13 16:00:00,1832.5,2876.7,-745.36,300.0,300,EURUSD,37.32,2,1,3
evt_1676307600_30,2023-02-13 17:00:00,2023-02-14 06:30:00,810,288.35,2023-02-13 17:00:00,1692.28,3183.6,-586.0,300.0,300,EURUSD,60.8,3,0,3
evt_1676359800_31,2023-02-14 07:30:00,2023-02-14 07:30:00,0,299.73,2023-02-14 07:30:00,1691.77,3379.03,-381.04,300.0,300,EURUSD,60.92,3,0,3
evt_1676362500_32,2023-02-14 08:15:00,2023-02-14 08:15:00,0,299.87,2023-02-14 08:15:00,1691.67,3381.06,-379.12,300.0,300,EURUSD,60.93,3,0,3
evt_1676367000_33,2023-02-14 09:30:00,2023-02-14 09:45:00,15,298.33,2023-02-14 09:45:00,1691.55,3354.65,-405.76,300.0,300,EURUSD,60.91,3,0,3
evt_1676370600_34,2023-02-14 10:30:00,2023-02-14 10:30:00,0,299.19,2023-02-14 10:30:00,1691.26,3368.75,-391.84,300.0,300,EURUSD,60.92,3,0,3
evt_1676653200_35,2023-02-17 17:00:00,2023-02-17 17:00:00,0,282.31,2023-02-17 17:00:00,1726.82,3148.25,-622.64,300.0,300,EURUSD,59.28,3,1,1
evt_1676977200_36,2023-02-21 11:00:00,2023-02-21 11:15:00,15,278.02,2023-02-21 11:15:00,1726.74,3071.14,-710.8,300.0,300,EURUSD,59.29,3,1,1
evt_1676980800_37,2023-02-21 12:00:00,2023-02-21 12:00:00,0,281.22,2023-02-21 12:00:00,1729.44,3134.05,-650.4,300.0,300,EURUSD,59.19,3,1,1
evt_1677063600_38,2023-02-22 11:00:00,2023-02-22 11:30:00,30,242.11,2023-02-22 11:15:00,1950.52,2771.92,-792.8,300.0,300,EURUSD,52.39,3,1,2
evt_1677152700_39,2023-02-23 11:45:00,2023-02-23 11:45:00,0,299.71,2023-02-23 11:45:00,1464.61,2924.96,-1126.4,300.0,300,EURUSD,69.42,3,0,2
evt_1677161700_40,2023-02-23 14:15:00,2023-03-10 14:45:00,21630,150.26,2023-03-09 03:45:00,2520.9,1256.69,-1772.64,200.0,"300,200",EURUSD,53.96,4,1,3
evt_1678483800_41,2023-03-10 21:30:00,2023-03-10 21:30:00,0,299.6,2023-03-10 21:30:00,1582.87,3159.45,-680.48,300.0,300,EURUSD,86.03,4,0,1
evt_1678728600_42,2023-03-13 17:30:00,2023-03-14 16:30:00,1380,276.67,2023-03-14 10:15:00,1812.36,3189.83,-416.4,300.0,300,EURUSD,75.74,4,0,2
evt_1679582700_43,2023-03-23 14:45:00,2023-03-23 15:15:00,30,296.37,2023-03-23 15:15:00,1850.52,3633.95,-199.98,300.0,300,GBPUSD,53.27,1,2,2
evt_1679588100_44,2023-03-23 16:15:00,2023-03-23 20:00:00,225,292.06,2023-03-23 18:30:00,1850.33,3553.78,-280.34,300.0,300,GBPUSD,53.3,1,2,2
evt_1679603400_45,2023-03-23 20:30:00,2023-03-23 21:00:00,30,297.96,2023-03-23 21:00:00,1848.11,3658.16,-178.39,300.0,300,GBPUSD,53.27,1,2,2
evt_1680260400_46,2023-03-31 11:00:00,2023-03-31 16:30:00,330,282.32,2023-03-31 12:15:00,1978.54,3606.21,-229.94,300.0,300,GBPUSD,50.03,2,2,1
evt_1680285300_47,2023-03-31 17:55:00,2023-03-31 17:55:00,0,289.58,2023-03-31 17:55:00,1974.6,3743.49,-99.75,300.0,300,GBPUSD,50.09,2,2,1
evt_1680299400_48,2023-03-31 21:50:00,2023-03-31 23:15:00,85,294.16,2023-03-31 21:50:00,1971.87,3828.59,-21.06,300.0,300,GBPUSD,50.05,2,2,1
evt_1682420400_49,2023-04-25 11:00:00,2023-04-25 14:00:00,180,280.14,2023-04-25 11:45:00,2118.53,3816.07,-379.69,300.0,300,EURUSD,39.61,2,1,3
evt_1683935713_50,2023-05-12 23:55:13,2023-06-09 15:30:04,39814,109.46,2023-05-31 19:30:00,3942.97,371.2,-2368.88,150.0,"300,200,150",EURUSD,43.38,4,3,2
evt_1686331800_51,2023-06-09 17:30:00,2023-06-09 17:30:00,0,297.55,2023-06-09 17:30:00,1992.06,3935.28,-777.7,300.0,300,EURUSD,86.41,4,0,1
evt_1686342300_52,2023-06-09 20:25:00,2023-06-12 10:30:00,3725,286.27,2023-06-12 05:30:00,1991.94,3704.74,-989.9,300.0,300,EURUSD,86.36,4,0,1
evt_1686582000_53,2023-06-12 15:00:00,2023-06-12 15:45:00,45,260.59,2023-06-12 15:30:00,2288.42,3673.13,-731.59,300.0,300,EURUSD,75.3,4,1,0
evt_1686606301_54,2023-06-12 21:45:01,2023-06-12 22:15:00,29,295.67,2023-06-12 21:45:01,1994.21,3901.58,-804.1,300.0,300,EURUSD,86.31,4,0,1
evt_1686627601_55,2023-06-13 03:40:01,2023-06-13 05:00:00,79,297.56,2023-06-13 03:45:00,1995.32,3940.09,-762.5,300.0,300,EURUSD,86.33,4,0,1
evt_1686650400_56,2023-06-13 10:00:00,2023-06-13 10:30:00,30,240.11,2023-06-13 10:00:00,2564.82,3591.87,-540.64,300.0,300,EURUSD,67.37,4,1,1
evt_1686774601_57,2023-06-14 20:30:01,2023-06-15 15:30:00,1139,222.88,2023-06-15 06:15:00,2841.16,3490.33,-388.1,300.0,300,EURUSD,60.9,4,1,2
evt_1689138600_58,2023-07-12 05:10:00,2023-07-27 22:30:00,22640,128.5,2023-07-14 12:00:00,3986.56,1135.65,-2424.79,150.0,"300,200,150",GBPUSD,52.75,2,3,3
evt_1693987200_59,2023-09-06 08:00:00,2023-11-24 16:00:00,114240,41.74,2023-10-04 09:15:00,5771.82,-3318.64,-6160.15,100.0,"300,200,150,100",GBPUSD,41.27,4,3,3
evt_1701226800_60,2023-11-29 03:00:00,2023-11-29 03:15:00,15,299.8,2023-11-29 03:15:00,2238.81,4473.23,-1515.12,300.0,300,EURUSD,71.82,3,0,2
evt_1701259200_61,2023-11-29 12:00:00,2023-11-29 17:15:00,315,229.94,2023-11-29 16:30:00,2996.64,3892.21,-1338.39,300.0,300,EURUSD,53.53,3,1,2
evt_1701293400_62,2023-11-29 21:30:00,2023-11-30 19:30:00,1320,268.75,2023-11-30 02:45:00,2546.25,4295.6,-1399.99,300.0,300,EURUSD,62.99,3,0,3
evt_1701374400_63,2023-11-30 20:00:00,2023-11-30 20:15:00,15,297.05,2023-11-30 20:15:00,2535.41,4995.93,-709.72,300.0,300,EURUSD,62.76,3,0,3
evt_1701379800_64,2023-11-30 21:30:00,2023-11-30 21:30:00,0,299.53,2023-11-30 21:30:00,2535.33,5058.84,-646.9,300.0,300,EURUSD,62.73,3,0,3
evt_1701393300_65,2023-12-01 01:15:00,2023-12-04 02:30:00,4395,227.29,2023-12-01 12:00:00,3295.69,4194.06,-928.1,300.0,300,EURUSD,48.3,3,1,3
evt_1701663300_66,2023-12-04 04:15:00,2023-12-04 05:45:00,90,296.74,2023-12-04 05:15:00,2528.92,4975.48,-776.53,300.0,300,EURUSD,62.85,3,0,3
evt_1701709200_67,2023-12-04 17:00:00,2023-12-04 17:15:00,15,243.98,2023-12-04 17:00:00,3280.86,4723.64,-275.36,300.0,300,EURUSD,48.19,3,1,3
evt_1703779200_68,2023-12-28 16:00:00,2023-12-28 20:00:00,240,234.4,2023-12-28 17:15:00,3110.82,4175.88,-1591.57,300.0,300,GBPUSD,49.31,1,2,3
evt_1704366000_69,2024-01-04 11:00:00,2024-01-04 11:45:00,45,250.93,2024-01-04 11:00:00,3239.71,4884.04,-832.02,300.0,300,GBPUSD,50.99,1,2,3
evt_1705543200_70,2024-01-18 02:00:00,2024-01-18 04:15:00,135,275.39,2024-01-18 02:15:00,3270.89,5733.05,-308.99,300.0,300,GBPUSD,50.4,1,2,3
evt_1705590000_71,2024-01-18 15:00:00,2024-01-18 15:15:00,15,280.55,2024-01-18 15:00:00,3271.8,5907.16,-170.69,300.0,300,GBPUSD,50.37,1,2,3
evt_1708596900_72,2024-02-22 10:15:00,2024-02-22 10:15:00,0,297.27,2024-02-22 10:15:00,3186.22,6285.42,-1281.59,300.0,300,EURUSD,43.73,2,1,2
evt_1709100000_73,2024-02-28 06:00:00,2024-02-28 11:30:00,330,243.3,2024-02-28 06:15:00,4131.58,5920.73,-720.34,300.0,300,GBPUSD,45.99,2,2,2
evt_1709867700_74,2024-03-08 03:15:00,2024-03-14 17:45:00,9510,177.42,2024-03-13 20:00:00,5073.78,3927.42,-2269.69,200.0,"300,200",EURUSD,56.17,4,1,3
evt_1710878400_75,2024-03-19 20:00:00,2024-03-20 21:00:00,1500,247.21,2024-03-20 21:00:00,4236.57,6236.64,-589.63,300.0,300,EURUSD,66.74,4,1,1
evt_1710972000_76,2024-03-20 22:00:00,2024-03-21 11:30:00,810,225.04,2024-03-21 01:15:00,4317.0,5397.99,-1541.91,300.0,300,EURUSD,65.83,4,1,1
evt_1711022400_77,2024-03-21 12:00:00,2024-03-21 14:15:00,135,232.55,2024-03-21 13:50:00,4315.58,5720.1,-1235.35,300.0,300,EURUSD,65.79,4,1,1
evt_1711052100_78,2024-03-21 20:15:00,2024-03-22 10:45:00,870,285.1,2024-03-22 03:30:00,3740.58,6923.74,-557.95,300.0,300,EURUSD,75.53,4,0,2
evt_1713956400_79,2024-04-24 11:00:00,2024-05-01 09:05:48,9965,168.71,2024-04-30 13:15:00,6140.16,4218.8,-1574.72,200.0,"300,200",GBPUSD,52.12,2,3,3
evt_1715072400_80,2024-05-07 09:00:00,2024-05-07 11:00:00,120,282.1,2024-05-07 09:45:00,4003.99,7291.43,-773.55,300.0,300,EURUSD,38.71,2,1,3
evt_1715176800_81,2024-05-08 14:00:00,2024-05-09 15:30:00,1530,282.21,2024-05-08 16:30:00,4000.2,7286.5,-791.32,300.0,300,EURUSD,38.72,2,1,3
evt_1715270400_82,2024-05-09 16:00:00,2024-05-09 17:30:00,90,281.15,2024-05-09 17:30:00,4002.14,7250.07,-831.2,300.0,300,EURUSD,38.77,2,1,3
evt_1715364000_83,2024-05-10 18:00:00,2024-06-10 06:45:00,43965,131.65,2024-05-28 14:30:00,7005.23,2216.88,-2716.93,150.0,"300,200,150",GBPUSD,46.55,3,3,3
evt_1718197200_84,2024-06-12 13:00:00,2024-06-12 15:15:00,135,252.97,2024-06-12 14:00:00,4513.55,6904.53,-684.14,300.0,300,GBPUSD,72.12,1,3,1
evt_1718212200_85,2024-06-12 17:10:00,2024-06-12 21:00:00,230,291.67,2024-06-12 17:15:00,3758.65,7204.34,-1198.61,300.0,300,GBPUSD,87.2,0,3,1
evt_1718290800_86,2024-06-13 15:00:00,2024-06-13 17:30:00,150,249.37,2024-06-13 15:30:00,4542.67,6785.3,-910.96,300.0,300,GBPUSD,71.78,1,3,1
evt_1718640000_87,2024-06-17 16:00:00,2024-06-17 21:00:00,300,261.83,2024-06-17 21:00:00,4514.81,7306.19,-429.01,300.0,300,GBPUSD,71.76,1,3,1
evt_1718671506_88,2024-06-18 00:45:06,2024-06-20 17:47:37,3902,206.87,2024-06-19 14:45:00,5476.35,5851.19,-973.7,300.0,300,GBPUSD,59.31,1,3,3
evt_1719226800_89,2024-06-24 11:00:00,2024-06-24 12:30:00,90,269.06,2024-06-24 11:15:00,4532.93,7660.5,-209.8,300.0,300,GBPUSD,71.26,1,3,1
evt_1719309600_90,2024-06-25 10:00:00,2024-06-25 14:15:00,255,265.05,2024-06-25 11:45:00,4542.46,7497.31,-411.32,300.0,300,GBPUSD,71.3,1,3,1
evt_1720479600_91,2024-07-08 23:00:00,2024-07-09 03:45:00,285,281.52,2024-07-09 03:00:00,4153.54,7539.58,-903.59,300.0,300,GBPUSD,55.54,1,2,2
evt_1720537200_92,2024-07-09 15:00:00,2024-08-01 11:00:00,32880,127.31,2024-07-18 02:30:00,7518.45,2052.69,-3128.68,150.0,"300,200,150",GBPUSD,46.73,3,3,3
evt_1723485600_93,2024-08-12 18:00:00,2024-08-13 09:00:00,900,268.51,2024-08-12 22:30:00,4777.16,8031.92,-452.59,300.0,300,GBPUSD,49.55,1,2,3
