time,pair,EventType,description,direction,baseline_net_profit,baseline_volume,new_lot,total_scale,scaled_net_profit,running_balance,scaled_volume,ModeledSwap,CumulativeModeledSwap,BalanceAfterEvent
2023.01.02 09:55:00,USDCHF,deal_in,,in,-0.56,0.08,0.07,0.875,-0.49,4999.51,0.07,0.0,0.0,4999.51
2023.01.03 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-02,buy,0.0,0.08,0.07,0.0,0.66,5000.17,0.07,0.66,0.66,5000.17
2023.01.03 01:14:36,USDCHF,deal_out,,out,1.69,0.08,0.07,0.875,1.4788,5001.6488,0.07,0.0,0.66,5001.6488
2023.01.03 01:42:39,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5001.0887,0.08,0.0,0.66,5001.0887
2023.01.03 01:44:17,USDCHF,deal_out,,out,3.59,0.08,0.08,1.0,3.59,5004.6788,0.08,0.0,0.66,5004.6788
2023.01.03 07:00:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5004.1187,0.08,0.0,0.66,5004.1187
2023.01.03 07:34:12,USDCHF,deal_out,,out,3.94,0.08,0.08,1.0,3.94,5008.0587,0.08,0.0,0.66,5008.0587
2023.01.03 10:00:00,EURUSD,deal_in,,in,-1.12,0.15,0.15,1.0,-1.12,5006.9387,0.15,0.0,0.66,5006.9387
2023.01.03 10:00:00,GBPUSD,deal_in,,in,-0.59,0.07,0.07,1.0,-0.59,5006.3487,0.07,0.0,0.66,5006.3487
2023.01.03 10:03:24,GBPUSD,deal_out,,out,7.32,0.07,0.07,1.0,7.32,5013.6687,0.07,0.0,0.66,5013.6687
2023.01.03 10:04:56,EURUSD,deal_out,,out,22.44,0.15,0.15,1.0,22.44,5036.1087,0.15,0.0,0.66,5036.1087
2023.01.03 14:35:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5035.5487,0.08,0.0,0.66,5035.5487
2023.01.03 15:09:58,USDCHF,deal_out,,out,3.79,0.08,0.08,1.0,3.79,5039.3387,0.08,0.0,0.66,5039.3387
2023.01.03 17:00:00,GBPUSD,deal_in,,in,-0.59,0.07,0.07,1.0,-0.59,5038.7487,0.07,0.0,0.66,5038.7487
2023.01.03 17:30:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5038.1887,0.08,0.0,0.66,5038.1887
2023.01.03 17:33:02,USDCHF,deal_out,,out,3.8,0.08,0.08,1.0,3.8,5041.9887,0.08,0.0,0.66,5041.9887
2023.01.03 20:45:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5041.4287,0.08,0.0,0.66,5041.4287
2023.01.03 21:43:24,USDCHF,deal_out,,out,3.89,0.08,0.08,1.0,3.89,5045.3187,0.08,0.0,0.66,5045.3187
2023.01.03 23:35:02,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5044.7587,0.08,0.0,0.66,5044.7587
2023.01.04 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-03,buy,0.0,0.07,0.07,0.0,-0.36,5044.3987,0.07,-0.36,0.3,5044.3987
2023.01.04 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-03,buy,0.0,0.08,0.08,0.0,0.76,5045.1587,0.08,0.76,1.06,5045.1587
2023.01.04 01:29:21,USDCHF,deal_out,,out,3.71,0.08,0.08,1.0,3.71,5048.8687,0.08,0.0,1.06,5048.8687
2023.01.04 02:10:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5048.3087,0.08,0.0,1.06,5048.3087
2023.01.04 02:51:33,USDCHF,deal_out,,out,3.72,0.08,0.08,1.0,3.72,5052.0287,0.08,0.0,1.06,5052.0287
2023.01.04 04:50:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5051.4687,0.08,0.0,1.06,5051.4687
2023.01.04 10:00:00,EURUSD,deal_in,,in,-1.11,0.15,0.15,1.0,-1.11,5050.3587,0.15,0.0,1.06,5050.3587
2023.01.04 10:04:56,GBPUSD,deal_out,,out,6.48,0.07,0.07,1.0,6.48,5056.8387,0.07,0.0,1.06,5056.8387
2023.01.04 10:06:26,EURUSD,deal_out,,out,20.94,0.15,0.15,1.0,20.94,5077.7787,0.15,0.0,1.06,5077.7787
2023.01.04 14:05:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5077.2187,0.08,0.0,1.06,5077.2187
2023.01.05 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-04,buy,0.0,0.08,0.08,0.0,0.76,5077.9787,0.08,0.76,1.82,5077.9787
2023.01.05 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-04,buy,0.0,0.08,0.08,0.0,0.76,5078.7387,0.08,0.76,2.58,5078.7387
2023.01.05 09:00:00,GBPUSD,deal_in,,in,-0.59,0.07,0.07,1.0,-0.59,5078.1487,0.07,0.0,2.58,5078.1487
2023.01.05 09:48:34,GBPUSD,deal_out,,out,6.55,0.07,0.07,1.0,6.55,5084.6987,0.07,0.0,2.58,5084.6987
2023.01.05 15:38:13,USDCHF,deal_out,,out,28.54,0.08,0.08,1.0,28.54,5113.2387,0.08,0.0,2.58,5113.2387
2023.01.05 15:38:13,USDCHF,deal_out,,out,-20.13,0.08,0.08,1.0,-20.13,5093.1087,0.08,0.0,2.58,5093.1087
2023.01.05 16:00:00,EURUSD,deal_in,,in,-1.11,0.15,0.15,1.0,-1.11,5091.9987,0.15,0.0,2.58,5091.9987
2023.01.05 16:56:26,EURUSD,deal_out,,out,21.54,0.15,0.15,1.0,21.54,5113.5387,0.15,0.0,2.58,5113.5387
2023.01.05 20:25:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5112.9787,0.08,0.0,2.58,5112.9787
2023.01.06 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-05,sell,0.0,0.08,0.08,0.0,-1.29,5111.6887,0.08,-1.29,1.29,5111.6887
2023.01.06 15:30:01,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5111.1287,0.08,0.0,1.29,5111.1287
2023.01.06 15:30:09,USDCHF,deal_out,,out,27.95,0.08,0.08,1.0,27.95,5139.0787,0.08,0.0,1.29,5139.0787
2023.01.06 15:30:09,USDCHF,deal_out,,out,-18.31,0.08,0.08,1.0,-18.31,5120.7687,0.08,0.0,1.29,5120.7687
2023.01.06 16:00:00,EURUSD,deal_in,,in,-1.11,0.15,0.15,1.0,-1.11,5119.6587,0.15,0.0,1.29,5119.6587
2023.01.06 16:00:00,GBPUSD,deal_in,,in,-0.58,0.07,0.07,1.0,-0.58,5119.0787,0.07,0.0,1.29,5119.0787
2023.01.06 17:00:38,GBPUSD,deal_out,,out,6.77,0.07,0.07,1.0,6.77,5125.8487,0.07,0.0,1.29,5125.8487
2023.01.06 17:09:03,EURUSD,deal_out,,out,21.54,0.15,0.15,1.0,21.54,5147.3887,0.15,0.0,1.29,5147.3887
2023.01.06 23:25:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5146.8287,0.08,0.0,1.29,5146.8287
2023.01.07 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-06,buy,0.0,0.08,0.08,0.0,0.76,5147.5887,0.08,0.76,2.05,5147.5887
2023.01.08 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-07,buy,0.0,0.08,0.08,0.0,0.76,5148.3487,0.08,0.76,2.81,5148.3487
2023.01.09 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-08,buy,0.0,0.08,0.08,0.0,0.76,5149.1087,0.08,0.76,3.57,5149.1087
2023.01.09 00:00:00,USDCHF,deal_out,,out,7.79,0.08,0.08,1.0,7.79,5156.8987,0.08,0.0,3.57,5156.8987
2023.01.09 02:00:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5156.3387,0.08,0.0,3.57,5156.3387
2023.01.09 04:16:59,USDCHF,deal_out,,out,3.76,0.08,0.08,1.0,3.76,5160.0987,0.08,0.0,3.57,5160.0987
2023.01.09 07:10:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5159.5387,0.08,0.0,3.57,5159.5387
2023.01.09 19:20:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5158.9787,0.08,0.0,3.57,5158.9787
2023.01.10 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-09,buy,0.0,0.08,0.08,0.0,0.76,5159.7387,0.08,0.76,4.33,5159.7387
2023.01.10 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-09,buy,0.0,0.08,0.08,0.0,0.76,5160.4987,0.08,0.76,5.09,5160.4987
2023.01.10 14:42:40,USDCHF,deal_out,,out,33.67,0.08,0.08,1.0,33.67,5194.1687,0.08,0.0,5.09,5194.1687
2023.01.10 14:42:40,USDCHF,deal_out,,out,-25.95,0.08,0.08,1.0,-25.95,5168.2187,0.08,0.0,5.09,5168.2187
2023.01.10 16:05:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5167.6587,0.08,0.0,5.09,5167.6587
2023.01.10 16:06:54,USDCHF,deal_out,,out,3.95,0.08,0.08,1.0,3.95,5171.6087,0.08,0.0,5.09,5171.6087
2023.01.10 20:15:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5171.0487,0.08,0.0,5.09,5171.0487
2023.01.10 20:23:57,USDCHF,deal_out,,out,3.77,0.08,0.08,1.0,3.77,5174.8187,0.08,0.0,5.09,5174.8187
2023.01.11 02:55:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5174.2587,0.08,0.0,5.09,5174.2587
2023.01.11 07:37:43,USDCHF,deal_out,,out,3.87,0.08,0.08,1.0,3.87,5178.1287,0.08,0.0,5.09,5178.1287
2023.01.11 10:00:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5177.5687,0.08,0.0,5.09,5177.5687
2023.01.11 10:08:19,USDCHF,deal_out,,out,3.86,0.08,0.08,1.0,3.86,5181.4287,0.08,0.0,5.09,5181.4287
2023.01.11 11:00:00,GBPUSD,deal_in,,in,-0.59,0.07,0.07,1.0,-0.59,5180.8387,0.07,0.0,5.09,5180.8387
2023.01.11 11:20:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5180.2787,0.08,0.0,5.09,5180.2787
2023.01.11 14:12:13,GBPUSD,deal_out,,out,6.55,0.07,0.07,1.0,6.55,5186.8287,0.07,0.0,5.09,5186.8287
2023.01.11 18:45:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5186.2687,0.08,0.0,5.09,5186.2687
2023.01.12 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-11,sell,0.0,0.08,0.08,0.0,-1.29,5184.9787,0.08,-1.29,3.8,5184.9787
2023.01.12 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-11,sell,0.0,0.08,0.08,0.0,-1.29,5183.6887,0.08,-1.29,2.51,5183.6887
2023.01.12 12:00:00,GBPUSD,deal_in,,in,-0.6,0.07,0.07,1.0,-0.6,5183.0887,0.07,0.0,2.51,5183.0887
2023.01.12 12:50:28,GBPUSD,deal_out,,out,6.47,0.07,0.07,1.0,6.47,5189.5587,0.07,0.0,2.51,5189.5587
2023.01.13 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-12,sell,0.0,0.08,0.08,0.0,-1.29,5188.2687,0.08,-1.29,1.22,5188.2687
2023.01.13 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-12,sell,0.0,0.08,0.08,0.0,-1.29,5186.9787,0.08,-1.29,-0.07,5186.9787
2023.01.13 16:00:00,EURUSD,deal_in,,in,-1.13,0.15,0.16,1.066667,-1.2053,5185.7734,0.16,0.0,-0.07,5185.7734
2023.01.13 16:00:00,GBPUSD,deal_in,,in,-0.6,0.07,0.07,1.0,-0.6,5185.1734,0.07,0.0,-0.07,5185.1734
2023.01.13 16:01:49,GBPUSD,deal_out,,out,6.47,0.07,0.07,1.0,6.47,5191.6434,0.07,0.0,-0.07,5191.6434
2023.01.14 00:00:00,EURUSD,swap,Modeled daily swap accrual for 2023-01-13,sell,0.0,0.15,0.16,0.0,0.3,5191.9434,0.16,0.3,0.23,5191.9434
2023.01.14 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-13,sell,0.0,0.08,0.08,0.0,-1.29,5190.6534,0.08,-1.29,-1.06,5190.6534
2023.01.14 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-13,sell,0.0,0.08,0.08,0.0,-1.29,5189.3634,0.08,-1.29,-2.35,5189.3634
2023.01.15 00:00:00,EURUSD,swap,Modeled daily swap accrual for 2023-01-14,sell,0.0,0.15,0.16,0.0,0.3,5189.6634,0.16,0.3,-2.05,5189.6634
2023.01.15 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-14,sell,0.0,0.08,0.08,0.0,-1.29,5188.3734,0.08,-1.29,-3.34,5188.3734
2023.01.15 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-14,sell,0.0,0.08,0.08,0.0,-1.29,5187.0834,0.08,-1.29,-4.63,5187.0834
2023.01.16 00:00:00,EURUSD,swap,Modeled daily swap accrual for 2023-01-15,sell,0.0,0.15,0.16,0.0,0.3,5187.3834,0.16,0.3,-4.33,5187.3834
2023.01.16 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-15,sell,0.0,0.08,0.08,0.0,-1.29,5186.0934,0.08,-1.29,-5.62,5186.0934
2023.01.16 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-15,sell,0.0,0.08,0.08,0.0,-1.29,5184.8034,0.08,-1.29,-6.91,5184.8034
2023.01.16 03:09:58,USDCHF,deal_out,,out,36.37,0.08,0.08,1.0,36.37,5221.1734,0.08,0.0,-6.91,5221.1734
2023.01.16 03:09:59,USDCHF,deal_out,,out,-28.84,0.08,0.08,1.0,-28.84,5192.3334,0.08,0.0,-6.91,5192.3334
2023.01.16 04:00:00,GBPUSD,deal_in,,in,-0.6,0.07,0.07,1.0,-0.6,5191.7334,0.07,0.0,-6.91,5191.7334
2023.01.16 04:16:31,GBPUSD,deal_out,,out,6.4,0.07,0.07,1.0,6.4,5198.1334,0.07,0.0,-6.91,5198.1334
2023.01.16 05:35:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5197.5734,0.08,0.0,-6.91,5197.5734
2023.01.16 06:48:47,USDCHF,deal_out,,out,3.94,0.08,0.08,1.0,3.94,5201.5134,0.08,0.0,-6.91,5201.5134
2023.01.16 11:00:00,GBPUSD,deal_in,,in,-0.6,0.07,0.07,1.0,-0.6,5200.9134,0.07,0.0,-6.91,5200.9134
2023.01.16 11:35:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5200.3534,0.08,0.0,-6.91,5200.3534
2023.01.16 11:44:39,USDCHF,deal_out,,out,4.54,0.08,0.08,1.0,4.54,5204.8934,0.08,0.0,-6.91,5204.8934
2023.01.16 14:00:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5204.3334,0.08,0.0,-6.91,5204.3334
2023.01.16 15:03:25,USDCHF,deal_out,,out,3.93,0.08,0.08,1.0,3.93,5208.2634,0.08,0.0,-6.91,5208.2634
2023.01.16 15:50:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5207.7034,0.08,0.0,-6.91,5207.7034
2023.01.16 15:54:05,USDCHF,deal_out,,out,4.37,0.08,0.08,1.0,4.37,5212.0734,0.08,0.0,-6.91,5212.0734
2023.01.16 16:30:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5211.5134,0.08,0.0,-6.91,5211.5134
2023.01.17 00:00:00,EURUSD,swap,Modeled daily swap accrual for 2023-01-16,sell,0.0,0.15,0.16,0.0,0.3,5211.8134,0.16,0.3,-6.61,5211.8134
2023.01.17 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-16,sell,0.0,0.07,0.07,0.0,-0.36,5211.4534,0.07,-0.36,-6.97,5211.4534
2023.01.17 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-16,buy,0.0,0.08,0.08,0.0,0.76,5212.2134,0.08,0.76,-6.21,5212.2134
2023.01.17 17:05:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5211.6534,0.08,0.0,-6.21,5211.6534
2023.01.17 19:45:44,EURUSD,deal_out,,out,22.12,0.15,0.16,1.066667,23.5947,5235.2481,0.16,0.0,-6.21,5235.2481
2023.01.18 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-17,sell,0.0,0.07,0.07,0.0,-0.36,5234.8881,0.07,-0.36,-6.57,5234.8881
2023.01.18 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-17,buy,0.0,0.08,0.08,0.0,0.76,5235.6481,0.08,0.76,-5.81,5235.6481
2023.01.18 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-17,buy,0.0,0.08,0.08,0.0,0.76,5236.4081,0.08,0.76,-5.05,5236.4081
2023.01.18 10:00:00,EURUSD,deal_in,,in,-1.14,0.15,0.16,1.066667,-1.216,5235.1921,0.16,0.0,-5.05,5235.1921
2023.01.18 10:16:11,EURUSD,deal_out,,out,21.51,0.15,0.16,1.066667,22.944,5258.1361,0.16,0.0,-5.05,5258.1361
2023.01.18 14:10:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5257.5761,0.08,0.0,-5.05,5257.5761
2023.01.18 22:00:00,EURUSD,deal_in,,in,-1.13,0.15,0.16,1.066667,-1.2053,5256.3707,0.16,0.0,-5.05,5256.3707
2023.01.19 00:00:00,EURUSD,swap,Modeled daily swap accrual for 2023-01-18,sell,0.0,0.15,0.16,0.0,0.3,5256.6707,0.16,0.3,-4.75,5256.6707
2023.01.19 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-18,sell,0.0,0.07,0.07,0.0,-0.36,5256.3107,0.07,-0.36,-5.11,5256.3107
2023.01.19 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-18,buy,0.0,0.08,0.08,0.0,0.76,5257.0707,0.08,0.76,-4.35,5257.0707
2023.01.19 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-18,buy,0.0,0.08,0.08,0.0,0.76,5257.8307,0.08,0.76,-3.59,5257.8307
2023.01.19 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-18,buy,0.0,0.08,0.08,0.0,0.76,5258.5907,0.08,0.76,-2.83,5258.5907
2023.01.20 00:00:00,EURUSD,swap,Modeled daily swap accrual for 2023-01-19,sell,0.0,0.15,0.16,0.0,0.3,5258.8907,0.16,0.3,-2.53,5258.8907
2023.01.20 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-19,sell,0.0,0.07,0.07,0.0,-0.36,5258.5307,0.07,-0.36,-2.89,5258.5307
2023.01.20 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-19,buy,0.0,0.08,0.08,0.0,0.76,5259.2907,0.08,0.76,-2.13,5259.2907
2023.01.20 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-19,buy,0.0,0.08,0.08,0.0,0.76,5260.0507,0.08,0.76,-1.37,5260.0507
2023.01.20 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-19,buy,0.0,0.08,0.08,0.0,0.76,5260.8107,0.08,0.76,-0.61,5260.8107
2023.01.20 11:30:21,USDCHF,deal_out,,out,58.21,0.08,0.08,1.0,58.21,5319.0207,0.08,0.0,-0.61,5319.0207
2023.01.20 11:30:21,USDCHF,deal_out,,out,3.26,0.08,0.08,1.0,3.26,5322.2807,0.08,0.0,-0.61,5322.2807
2023.01.20 11:30:21,USDCHF,deal_out,,out,-53.97,0.08,0.08,1.0,-53.97,5268.3107,0.08,0.0,-0.61,5268.3107
2023.01.20 12:00:00,GBPUSD,deal_in,,in,-0.6,0.07,0.07,1.0,-0.6,5267.7107,0.07,0.0,-0.61,5267.7107
2023.01.20 17:15:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5267.1507,0.08,0.0,-0.61,5267.1507
2023.01.20 17:21:35,USDCHF,deal_out,,out,3.78,0.08,0.08,1.0,3.78,5270.9307,0.08,0.0,-0.61,5270.9307
2023.01.20 18:55:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5270.3707,0.08,0.0,-0.61,5270.3707
2023.01.21 00:00:00,EURUSD,swap,Modeled daily swap accrual for 2023-01-20,sell,0.0,0.15,0.16,0.0,0.3,5270.6707,0.16,0.3,-0.31,5270.6707
2023.01.21 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-20,sell,0.0,0.07,0.07,0.0,-0.36,5270.3107,0.07,-0.36,-0.67,5270.3107
2023.01.21 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-20,sell,0.0,0.07,0.07,0.0,-0.36,5269.9507,0.07,-0.36,-1.03,5269.9507
2023.01.21 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-20,buy,0.0,0.08,0.08,0.0,0.76,5270.7107,0.08,0.76,-0.27,5270.7107
2023.01.22 00:00:00,EURUSD,swap,Modeled daily swap accrual for 2023-01-21,sell,0.0,0.15,0.16,0.0,0.3,5271.0107,0.16,0.3,0.03,5271.0107
2023.01.22 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-21,sell,0.0,0.07,0.07,0.0,-0.36,5270.6507,0.07,-0.36,-0.33,5270.6507
2023.01.22 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-21,sell,0.0,0.07,0.07,0.0,-0.36,5270.2907,0.07,-0.36,-0.69,5270.2907
2023.01.22 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-21,buy,0.0,0.08,0.08,0.0,0.76,5271.0507,0.08,0.76,0.07,5271.0507
2023.01.23 00:00:00,EURUSD,swap,Modeled daily swap accrual for 2023-01-22,sell,0.0,0.15,0.16,0.0,0.3,5271.3507,0.16,0.3,0.37,5271.3507
2023.01.23 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-22,sell,0.0,0.07,0.07,0.0,-0.36,5270.9907,0.07,-0.36,0.01,5270.9907
2023.01.23 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-22,sell,0.0,0.07,0.07,0.0,-0.36,5270.6307,0.07,-0.36,-0.35,5270.6307
2023.01.23 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-22,buy,0.0,0.08,0.08,0.0,0.76,5271.3907,0.08,0.76,0.41,5271.3907
2023.01.23 00:00:40,USDCHF,deal_out,,out,4.12,0.08,0.08,1.0,4.12,5275.5107,0.08,0.0,0.41,5275.5107
2023.01.23 06:10:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5274.9507,0.08,0.0,0.41,5274.9507
2023.01.23 09:22:11,USDCHF,deal_out,,out,3.97,0.08,0.08,1.0,3.97,5278.9207,0.08,0.0,0.41,5278.9207
2023.01.23 09:30:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5278.3607,0.08,0.0,0.41,5278.3607
2023.01.23 12:58:03,USDCHF,deal_out,,out,4.05,0.08,0.08,1.0,4.05,5282.4107,0.08,0.0,0.41,5282.4107
2023.01.23 14:50:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5281.8507,0.08,0.0,0.41,5281.8507
2023.01.23 16:00:00,EURUSD,deal_in,,in,-1.14,0.15,0.16,1.066667,-1.216,5280.6347,0.16,0.0,0.41,5280.6347
2023.01.24 00:00:00,EURUSD,swap,Modeled daily swap accrual for 2023-01-23,sell,0.0,0.15,0.16,0.0,0.3,5280.9347,0.16,0.3,0.71,5280.9347
2023.01.24 00:00:00,EURUSD,swap,Modeled daily swap accrual for 2023-01-23,sell,0.0,0.15,0.16,0.0,0.3,5281.2347,0.16,0.3,1.01,5281.2347
2023.01.24 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-23,sell,0.0,0.07,0.07,0.0,-0.36,5280.8747,0.07,-0.36,0.65,5280.8747
2023.01.24 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-23,sell,0.0,0.07,0.07,0.0,-0.36,5280.5147,0.07,-0.36,0.29,5280.5147
2023.01.24 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-23,sell,0.0,0.08,0.08,0.0,-1.29,5279.2247,0.08,-1.29,-1.0,5279.2247
2023.01.24 09:29:47,USDCHF,deal_out,,out,3.87,0.08,0.08,1.0,3.87,5283.0947,0.08,0.0,-1.0,5283.0947
2023.01.24 11:35:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5282.5347,0.08,0.0,-1.0,5282.5347
2023.01.24 11:38:40,USDCHF,deal_out,,out,3.87,0.08,0.08,1.0,3.87,5286.4047,0.08,0.0,-1.0,5286.4047
2023.01.24 13:40:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5285.8447,0.08,0.0,-1.0,5285.8447
2023.01.25 00:00:00,EURUSD,swap,Modeled daily swap accrual for 2023-01-24,sell,0.0,0.15,0.16,0.0,0.3,5286.1447,0.16,0.3,-0.7,5286.1447
2023.01.25 00:00:00,EURUSD,swap,Modeled daily swap accrual for 2023-01-24,sell,0.0,0.15,0.16,0.0,0.3,5286.4447,0.16,0.3,-0.4,5286.4447
2023.01.25 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-24,sell,0.0,0.07,0.07,0.0,-0.36,5286.0847,0.07,-0.36,-0.76,5286.0847
2023.01.25 00:00:00,GBPUSD,swap,Modeled daily swap accrual for 2023-01-24,sell,0.0,0.07,0.07,0.0,-0.36,5285.7247,0.07,-0.36,-1.12,5285.7247
2023.01.25 00:00:00,USDCHF,swap,Modeled daily swap accrual for 2023-01-24,sell,0.0,0.08,0.08,0.0,-1.29,5284.4347,0.08,-1.29,-2.41,5284.4347
2023.01.25 04:32:18,USDCHF,deal_out,,out,4.04,0.08,0.08,1.0,4.04,5288.4747,0.08,0.0,-2.41,5288.4747
2023.01.25 04:50:02,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5287.9147,0.08,0.0,-2.41,5287.9147
2023.01.25 07:10:50,USDCHF,deal_out,,out,3.86,0.08,0.08,1.0,3.86,5291.7747,0.08,0.0,-2.41,5291.7747
2023.01.25 08:25:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5291.2147,0.08,0.0,-2.41,5291.2147
2023.01.25 13:19:31,USDCHF,deal_out,,out,3.87,0.08,0.08,1.0,3.87,5295.0847,0.08,0.0,-2.41,5295.0847
2023.01.25 15:45:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5294.5247,0.08,0.0,-2.41,5294.5247
2023.01.25 15:56:32,USDCHF,deal_out,,out,3.77,0.08,0.08,1.0,3.77,5298.2947,0.08,0.0,-2.41,5298.2947
2023.01.25 16:40:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5297.7347,0.08,0.0,-2.41,5297.7347
2023.01.25 16:47:25,USDCHF,deal_out,,out,4.57,0.08,0.08,1.0,4.57,5302.3047,0.08,0.0,-2.41,5302.3047
2023.01.25 18:00:00,USDCHF,deal_in,,in,-0.56,0.08,0.08,1.0,-0.56,5301.7447,0.08,0.0,-2.41,5301.7447
