event_id,worst_threshold_crossed,thresholds_crossed,min_margin_time,pair,open_positions,used_margin,floating_pnl,used_margin_contribution_pct,portfolio_used_margin,portfolio_margin_level
evt_1674489600_9,300.0,300,2023-01-26 08:30:00,EURGBP,2,528.37,-13.98,22.82,2315.71,209.84
evt_1674489600_9,300.0,300,2023-01-26 08:30:00,EURUSD,2,699.1,-308.64,30.19,2315.71,209.84
evt_1674489600_9,300.0,300,2023-01-26 08:30:00,GBPUSD,2,868.27,-203.21,37.49,2315.71,209.84
evt_1674489600_9,300.0,300,2023-01-26 08:30:00,USDCHF,1,219.97,-14.64,9.5,2315.71,209.84
evt_1674741900_10,300.0,300,2023-01-26 14:05:00,EURGBP,0,0.0,0.0,0.0,1785.19,280.89
evt_1674741900_10,300.0,300,2023-01-26 14:05:00,EURUSD,2,697.38,-222.56,39.06,1785.19,280.89
evt_1674741900_10,300.0,300,2023-01-26 14:05:00,GBPUSD,2,867.28,-183.33,48.58,1785.19,280.89
evt_1674741900_10,300.0,300,2023-01-26 14:05:00,USDCHF,1,220.54,4.4,12.35,1785.19,280.89
evt_1674747000_11,300.0,300,2023-01-26 15:45:00,EURGBP,0,0.0,0.0,0.0,1785.2,280.07
evt_1674747000_11,300.0,300,2023-01-26 15:45:00,EURUSD,2,697.76,-241.76,39.09,1785.2,280.07
evt_1674747000_11,300.0,300,2023-01-26 15:45:00,GBPUSD,2,867.49,-187.53,48.59,1785.2,280.07
evt_1674747000_11,300.0,300,2023-01-26 15:45:00,USDCHF,1,219.95,9.92,12.32,1785.2,280.07
evt_1674748800_12,300.0,300,2023-01-26 16:00:00,EURGBP,1,307.67,4.97,16.42,1873.6,266.02
evt_1674748800_12,300.0,300,2023-01-26 16:00:00,EURUSD,2,697.77,-242.4,37.24,1873.6,266.02
evt_1674748800_12,300.0,300,2023-01-26 16:00:00,GBPUSD,2,868.15,-200.83,46.34,1873.6,266.02
evt_1674748800_12,300.0,300,2023-01-26 16:00:00,USDCHF,0,0.0,0.0,0.0,1873.6,266.02
evt_1674751800_13,300.0,300,2023-01-26 16:50:00,EURGBP,0,0.0,0.0,0.0,1783.62,284.47
evt_1674751800_13,300.0,300,2023-01-26 16:50:00,EURUSD,2,696.77,-192.16,39.06,1783.62,284.47
evt_1674751800_13,300.0,300,2023-01-26 16:50:00,GBPUSD,2,866.26,-162.89,48.57,1783.62,284.47
evt_1674751800_13,300.0,300,2023-01-26 16:50:00,USDCHF,1,220.59,2.88,12.37,1783.62,284.47
evt_1674761100_14,300.0,300,2023-01-27 02:45:00,EURGBP,1,307.13,-0.63,14.66,2094.38,237.63
evt_1674761100_14,300.0,300,2023-01-27 02:45:00,EURUSD,2,697.38,-222.88,33.3,2094.38,237.63
evt_1674761100_14,300.0,300,2023-01-27 02:45:00,GBPUSD,2,869.22,-222.11,41.5,2094.38,237.63
evt_1674761100_14,300.0,300,2023-01-27 02:45:00,USDCHF,1,220.66,-9.6,10.54,2094.38,237.63
evt_1674799200_15,300.0,300,2023-01-30 13:25:02,EURGBP,1,307.83,-23.45,14.7,2093.78,239.84
evt_1674799200_15,300.0,300,2023-01-30 13:25:02,EURUSD,2,697.63,-235.36,33.32,2093.78,239.84
evt_1674799200_15,300.0,300,2023-01-30 13:25:02,GBPUSD,2,867.56,-188.93,41.44,2093.78,239.84
evt_1674799200_15,300.0,300,2023-01-30 13:25:02,USDCHF,1,220.76,-0.4,10.54,2093.78,239.84
evt_1675195200_16,300.0,300,2023-01-31 22:45:00,EURGBP,2,617.34,-39.41,29.83,2069.65,260.86
evt_1675195200_16,300.0,300,2023-01-31 22:45:00,EURUSD,1,369.65,11.39,17.86,2069.65,260.86
evt_1675195200_16,300.0,300,2023-01-31 22:45:00,GBPUSD,2,862.95,-96.81,41.7,2069.65,260.86
evt_1675195200_16,300.0,300,2023-01-31 22:45:00,USDCHF,1,219.71,-5.28,10.62,2069.65,260.86
evt_1675307700_17,200.0,"300,200",2023-02-02 14:20:00,EURGBP,4,1252.43,-254.17,46.3,2705.0,193.37
evt_1675307700_17,200.0,"300,200",2023-02-02 14:20:00,EURUSD,1,373.96,-26.86,13.82,2705.0,193.37
evt_1675307700_17,200.0,"300,200",2023-02-02 14:20:00,GBPUSD,2,860.58,-49.35,31.81,2705.0,193.37
evt_1675307700_17,200.0,"300,200",2023-02-02 14:20:00,USDCHF,1,218.03,-13.76,8.06,2705.0,193.37
evt_1675425600_18,150.0,"300,200,150",2023-02-07 20:30:00,EURGBP,4,1248.1,-167.65,39.99,3121.13,149.27
evt_1675425600_18,150.0,"300,200,150",2023-02-07 20:30:00,EURUSD,2,727.5,-498.1,23.31,3121.13,149.27
evt_1675425600_18,150.0,"300,200,150",2023-02-07 20:30:00,GBPUSD,1,480.01,-67.92,15.38,3121.13,149.27
evt_1675425600_18,150.0,"300,200,150",2023-02-07 20:30:00,USDCHF,3,665.52,-231.44,21.32,3121.13,149.27
evt_1675977300_19,300.0,300,2023-02-09 21:15:00,EURGBP,1,310.04,-1.54,18.2,1703.96,299.43
evt_1675977300_19,300.0,300,2023-02-09 21:15:00,EURUSD,2,730.03,-371.62,42.84,1703.96,299.43
evt_1675977300_19,300.0,300,2023-02-09 21:15:00,GBPUSD,0,0.0,0.0,0.0,1703.96,299.43
evt_1675977300_19,300.0,300,2023-02-09 21:15:00,USDCHF,3,663.89,-177.2,38.96,1703.96,299.43
evt_1675979100_20,300.0,300,2023-02-10 02:15:00,EURGBP,1,310.08,-2.45,14.17,2188.55,230.93
evt_1675979100_20,300.0,300,2023-02-10 02:15:00,EURUSD,2,729.48,-399.16,33.33,2188.55,230.93
evt_1675979100_20,300.0,300,2023-02-10 02:15:00,GBPUSD,1,484.32,6.8,22.13,2188.55,230.93
evt_1675979100_20,300.0,300,2023-02-10 02:15:00,USDCHF,3,664.67,-203.12,30.37,2188.55,230.93
evt_1676025000_21,300.0,300,2023-02-10 10:30:00,EURGBP,1,310.1,-2.73,18.2,1704.09,297.6
evt_1676025000_21,300.0,300,2023-02-10 10:30:00,EURUSD,2,729.63,-392.02,42.82,1704.09,297.6
evt_1676025000_21,300.0,300,2023-02-10 10:30:00,GBPUSD,0,0.0,0.0,0.0,1704.09,297.6
evt_1676025000_21,300.0,300,2023-02-10 10:30:00,USDCHF,3,664.37,-193.04,38.99,1704.09,297.6
evt_1676026800_22,300.0,300,2023-02-10 19:30:00,EURGBP,1,309.86,4.06,14.19,2183.35,217.91
evt_1676026800_22,300.0,300,2023-02-10 19:30:00,EURUSD,2,725.5,-598.4,33.23,2183.35,217.91
evt_1676026800_22,300.0,300,2023-02-10 19:30:00,GBPUSD,1,482.05,-64.32,22.08,2183.35,217.91
evt_1676026800_22,300.0,300,2023-02-10 19:30:00,USDCHF,3,665.94,-245.6,30.5,2183.35,217.91
evt_1676257500_23,300.0,300,2023-02-13 04:30:00,EURGBP,1,309.88,-1.47,18.21,1701.4,281.01
evt_1676257500_23,300.0,300,2023-02-13 04:30:00,EURUSD,2,724.93,-626.96,42.61,1701.4,281.01
evt_1676257500_23,300.0,300,2023-02-13 04:30:00,GBPUSD,0,0.0,0.0,0.0,1701.4,281.01
evt_1676257500_23,300.0,300,2023-02-13 04:30:00,USDCHF,3,666.59,-267.2,39.18,1701.4,281.01
